geodatabase,layer,status,error,crs,epsg,geometry_types,bbox,obb_bbox,feature_count,has_geometry,field_count,field_names,field_types,first_word,memory_mb,has_z
D:\NEOM_PROJECT\Marine Division\Long Term Monitoring Programs 2023 (Marine)\Species Management Plans project (Sooty Falcon)\Spatial Data\Species_Recovery_Plans.gdb,MaktalAli_tracklog_3857_Merged_SampleSite_POLYLINE,success,,EPSG:3857,3857,MultiLineString,"[np.float64(3850428.5337999985), np.float64(3253490.103599999), np.float64(3861089.2597999983), np.float64(3260354.3319999985)]","[(3850441.761673677, 3260367.3011711785), (3861492.487714695, 3255123.2841415145), (3860309.6248458126, 3252630.6352005703), (3849258.8988047945, 3257874.6522302344), (3850441.761673677, 3260367.3011711785)]",9,TRUE,40,"MasterPlan, SurveyCode, SurveyName, SurveyType, AreaName, StartDate, EndDate, SampleID, ObsDate, ObsTime, DepthRefPt, SampleDepth, SampleUnit, CollectionDevice, CollectionFrequency, SampleMatrix, IUCN_GL, HCP_SC_04, Comments, Author, Source, FID, name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, gpxtrkx_Tr, layer, path, Shape_Length, geometry","MasterPlan:object, SurveyCode:object, SurveyName:object, SurveyType:object, AreaName:object, StartDate:datetime64[ms], EndDate:datetime64[ms], SampleID:object, ObsDate:datetime64[ms], ObsTime:datetime64[ms], DepthRefPt:object, SampleDepth:float64, SampleUnit:object, CollectionDevice:object, CollectionFrequency:object, SampleMatrix:object, IUCN_GL:object, HCP_SC_04:object, Comments:object, Author:object, Source:object, FID:float64, name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:int32, type:object, gpxx_Track:object, gpxtrkx_Tr:object, layer:object, path:object, Shape_Length:float64, geometry:geometry",MaktalAli_tracklog,0.014,FALSE
D:\NEOM_PROJECT\Marine Division\Long Term Monitoring Programs 2023 (Marine)\Species Management Plans project (Sooty Falcon)\Spatial Data\Species_Recovery_Plans.gdb,MaktalAli_FOV_SampleSite_POLYGON,success,,EPSG:3857,3857,MultiPolygon,"[np.float64(3850378.5339), np.float64(3253440.103700001), np.float64(3861139.2578999996), np.float64(3260404.3110000007)]","[(3850418.0156937153, 3260433.8896892816), (3861559.0649593463, 3255147.008784791), (3860333.3508756557, 3252564.0603055893), (3849192.301610025, 3257850.94121008), (3850418.0156937153, 3260433.8896892816)]",1,TRUE,41,"MasterPlan, SurveyCode, SurveyName, SurveyType, AreaName, StartDate, EndDate, SampleID, ObsDate, ObsTime, DepthRefPt, SampleDepth, SampleUnit, CollectionDevice, CollectionFrequency, SampleMatrix, IUCN_GL, HCP_SC_04, Comments, Author, Source, FID, name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, gpxtrkx_Tr, layer, path, Shape_Length, Shape_Area, geometry","MasterPlan:object, SurveyCode:object, SurveyName:object, SurveyType:object, AreaName:object, StartDate:datetime64[ms], EndDate:datetime64[ms], SampleID:object, ObsDate:datetime64[ms], ObsTime:datetime64[ms], DepthRefPt:object, SampleDepth:float64, SampleUnit:object, CollectionDevice:object, CollectionFrequency:object, SampleMatrix:object, IUCN_GL:object, HCP_SC_04:object, Comments:object, Author:object, Source:object, FID:float64, name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:int32, type:object, gpxx_Track:object, gpxtrkx_Tr:object, layer:object, path:object, Shape_Length:float64, Shape_Area:float64, geometry:geometry",MaktalAli_FOV,0.002,FALSE
D:\NEOM_PROJECT\Marine Division\Long Term Monitoring Programs 2023 (Marine)\Species Management Plans project (Sooty Falcon)\Spatial Data\Species_Recovery_Plans.gdb,_20220620_Maktalali_RP_Waypoints_SampleSite_POINT,success,,EPSG:3857,3857,Point,"[np.float64(3856393.8088000007), np.float64(3255422.6526999995), np.float64(3857938.589299999), np.float64(3256136.354800001)]","[(3857938.589299999, 3255422.6526999995), (3856393.8088000007, 3255590.920499999), (3856468.030942558, 3256272.309988392), (3858012.8114424897, 3256104.0421880903), (3857938.589299999, 3255422.6526999995)]",28,TRUE,46,"MasterPlan, SurveyCode, SurveyName, SurveyType, AreaName, StartDate, EndDate, SampleID, ObsDate, ObsTime, DepthRefPt, SampleDepth, SampleUnit, CollectionDevice, CollectionFrequency, SampleMatrix, IUCN_GL, HCP_SC_04, Comments, Author, Source, OBJECTID_1, ele, time, magvar, geoidheigh, name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, sym, type, fix, sat, hdop, vdop, pdop, ageofdgpsd, dgpsid, geometry","MasterPlan:object, SurveyCode:object, SurveyName:object, SurveyType:object, AreaName:object, StartDate:datetime64[ms], EndDate:datetime64[ms], SampleID:object, ObsDate:datetime64[ms], ObsTime:datetime64[ms, UTC], DepthRefPt:object, SampleDepth:float64, SampleUnit:object, CollectionDevice:object, CollectionFrequency:object, SampleMatrix:object, IUCN_GL:object, HCP_SC_04:object, Comments:object, Author:object, Source:object, OBJECTID_1:float64, ele:float64, time:object, magvar:float64, geoidheigh:float64, name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, sym:object, type:object, fix:object, sat:float64, hdop:float64, vdop:float64, pdop:float64, ageofdgpsd:float64, dgpsid:float64, geometry:geometry",_20220620,0.027,FALSE
D:\NEOM_PROJECT\Marine Division\Long Term Monitoring Programs 2023 (Marine)\Species Management Plans project (Sooty Falcon)\Spatial Data\Species_Recovery_Plans.gdb,_20220625_MaktalAli_DH_Waypoints_SampleSite_POINT,success,,EPSG:3857,3857,Point,"[np.float64(3859401.7727000006), np.float64(3254574.7859999985), np.float64(3860088.502700001), np.float64(3255845.7228999995)]","[(3859396.3177344925, 3254614.6235785843), (3859697.8825999983, 3255845.7228999995), (3860193.5103391903, 3255724.31460468), (3859891.9460449894, 3254493.2166644465), (3859396.3177344925, 3254614.6235785843)]",18,TRUE,46,"MasterPlan, SurveyCode, SurveyName, SurveyType, AreaName, StartDate, EndDate, SampleID, ObsDate, ObsTime, DepthRefPt, SampleDepth, SampleUnit, CollectionDevice, CollectionFrequency, SampleMatrix, IUCN_GL, HCP_SC_04, Comments, Author, Source, OBJECTID_1, ele, time, magvar, geoidheigh, name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, sym, type, fix, sat, hdop, vdop, pdop, ageofdgpsd, dgpsid, geometry","MasterPlan:object, SurveyCode:object, SurveyName:object, SurveyType:object, AreaName:object, StartDate:datetime64[ms], EndDate:datetime64[ms], SampleID:object, ObsDate:datetime64[ms], ObsTime:datetime64[ms, UTC], DepthRefPt:object, SampleDepth:float64, SampleUnit:object, CollectionDevice:object, CollectionFrequency:object, SampleMatrix:object, IUCN_GL:object, HCP_SC_04:object, Comments:object, Author:object, Source:object, OBJECTID_1:float64, ele:float64, time:object, magvar:float64, geoidheigh:float64, name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, sym:object, type:object, fix:object, sat:float64, hdop:float64, vdop:float64, pdop:float64, ageofdgpsd:float64, dgpsid:float64, geometry:geometry",_20220625,0.018,FALSE
D:\NEOM_PROJECT\Marine Division\Long Term Monitoring Programs 2023 (Marine)\Species Management Plans project (Sooty Falcon)\Spatial Data\Species_Recovery_Plans.gdb,_20220625_MaktalAli_DT_Waypoints_SampleSite_POINT,success,,EPSG:3857,3857,Point,"[np.float64(3859181.471500002), np.float64(3254455.2161), np.float64(3860371.588100001), np.float64(3255724.1235000007)]","[(3860371.588100001, 3255655.8819999993), (3859389.827761074, 3254359.594937387), (3858779.566986535, 3254821.7841519522), (3859761.326900757, 3256118.070493061), (3860371.588100001, 3255655.8819999993)]",27,TRUE,46,"MasterPlan, SurveyCode, SurveyName, SurveyType, AreaName, StartDate, EndDate, SampleID, ObsDate, ObsTime, DepthRefPt, SampleDepth, SampleUnit, CollectionDevice, CollectionFrequency, SampleMatrix, IUCN_GL, HCP_SC_04, Comments, Author, Source, OBJECTID_1, ele, time, magvar, geoidheigh, name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, sym, type, fix, sat, hdop, vdop, pdop, ageofdgpsd, dgpsid, geometry","MasterPlan:object, SurveyCode:object, SurveyName:object, SurveyType:object, AreaName:object, StartDate:datetime64[ms], EndDate:datetime64[ms], SampleID:object, ObsDate:datetime64[ms], ObsTime:datetime64[ms, UTC], DepthRefPt:object, SampleDepth:float64, SampleUnit:object, CollectionDevice:object, CollectionFrequency:object, SampleMatrix:object, IUCN_GL:object, HCP_SC_04:object, Comments:object, Author:object, Source:object, OBJECTID_1:float64, ele:float64, time:object, magvar:float64, geoidheigh:float64, name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, sym:object, type:object, fix:object, sat:float64, hdop:float64, vdop:float64, pdop:float64, ageofdgpsd:float64, dgpsid:float64, geometry:geometry",_20220625,0.026,FALSE
D:\NEOM_PROJECT\Marine Division\Long Term Monitoring Programs 2023 (Marine)\Species Management Plans project (Sooty Falcon)\Spatial Data\Species_Recovery_Plans.gdb,_20220625_MaktalAli_RAP_Waypoints_SampleSite_POINT,success,,EPSG:3857,3857,Point,"[np.float64(3858435.1856000014), np.float64(3254576.6779999994), np.float64(3859555.171), np.float64(3255319.3467999995)]","[(3859012.3770999983, 3255319.3467999995), (3859555.171, 3254576.6779999994), (3858950.314315668, 3254134.6068175365), (3858407.5204158034, 3254877.275617629), (3859012.3770999983, 3255319.3467999995)]",24,TRUE,46,"MasterPlan, SurveyCode, SurveyName, SurveyType, AreaName, StartDate, EndDate, SampleID, ObsDate, ObsTime, DepthRefPt, SampleDepth, SampleUnit, CollectionDevice, CollectionFrequency, SampleMatrix, IUCN_GL, HCP_SC_04, Comments, Author, Source, OBJECTID_1, ele, time, magvar, geoidheigh, name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, sym, type, fix, sat, hdop, vdop, pdop, ageofdgpsd, dgpsid, geometry","MasterPlan:object, SurveyCode:object, SurveyName:object, SurveyType:object, AreaName:object, StartDate:datetime64[ms], EndDate:datetime64[ms], SampleID:object, ObsDate:datetime64[ms], ObsTime:datetime64[ms, UTC], DepthRefPt:object, SampleDepth:float64, SampleUnit:object, CollectionDevice:object, CollectionFrequency:object, SampleMatrix:object, IUCN_GL:object, HCP_SC_04:object, Comments:object, Author:object, Source:object, OBJECTID_1:float64, ele:float64, time:object, magvar:float64, geoidheigh:float64, name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, sym:object, type:object, fix:object, sat:float64, hdop:float64, vdop:float64, pdop:float64, ageofdgpsd:float64, dgpsid:float64, geometry:geometry",_20220625,0.023,FALSE
D:\NEOM_PROJECT\Marine Division\Long Term Monitoring Programs 2023 (Marine)\Species Management Plans project (Sooty Falcon)\Spatial Data\Species_Recovery_Plans.gdb,_20220625_MaktalAli_RP_Waypoints_SampleSite_POINT,success,,EPSG:3857,3857,Point,"[np.float64(3858234.031300001), np.float64(3253516.477600001), np.float64(3860361.7919999994), np.float64(3255622.3291000016)]","[(3860500.107558386, 3255480.9278443647), (3858468.406996654, 3253493.548630734), (3857955.9229291254, 3254017.4618126587), (3859987.6234908574, 3256004.84102629), (3860500.107558386, 3255480.9278443647)]",20,TRUE,46,"MasterPlan, SurveyCode, SurveyName, SurveyType, AreaName, StartDate, EndDate, SampleID, ObsDate, ObsTime, DepthRefPt, SampleDepth, SampleUnit, CollectionDevice, CollectionFrequency, SampleMatrix, IUCN_GL, HCP_SC_04, Comments, Author, Source, OBJECTID_1, ele, time, magvar, geoidheigh, name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, sym, type, fix, sat, hdop, vdop, pdop, ageofdgpsd, dgpsid, geometry","MasterPlan:object, SurveyCode:object, SurveyName:object, SurveyType:object, AreaName:object, StartDate:datetime64[ms], EndDate:datetime64[ms], SampleID:object, ObsDate:datetime64[ms], ObsTime:datetime64[ms, UTC], DepthRefPt:object, SampleDepth:float64, SampleUnit:object, CollectionDevice:object, CollectionFrequency:object, SampleMatrix:object, IUCN_GL:object, HCP_SC_04:object, Comments:object, Author:object, Source:object, OBJECTID_1:float64, ele:float64, time:object, magvar:float64, geoidheigh:float64, name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, sym:object, type:object, fix:object, sat:float64, hdop:float64, vdop:float64, pdop:float64, ageofdgpsd:float64, dgpsid:float64, geometry:geometry",_20220625,0.019,FALSE
D:\NEOM_PROJECT\Marine Division\Long Term Monitoring Programs 2023 (Marine)\Species Management Plans project (Sooty Falcon)\Spatial Data\Species_Recovery_Plans.gdb,_20220626_MaktalAli_DT_Waypoints_SampleSite_POINT,success,,EPSG:3857,3857,Point,"[np.float64(3860694.6372999996), np.float64(3254170.1697999984), np.float64(3861076.908399999), np.float64(3254771.2967000008)]","[(3861061.1011000015, 3254771.2967000008), (3861079.2428825023, 3254178.645540574), (3860700.739635544, 3254167.0586749953), (3860682.5971808615, 3254759.7105840174), (3861061.1011000015, 3254771.2967000008)]",14,TRUE,46,"MasterPlan, SurveyCode, SurveyName, SurveyType, AreaName, StartDate, EndDate, SampleID, ObsDate, ObsTime, DepthRefPt, SampleDepth, SampleUnit, CollectionDevice, CollectionFrequency, SampleMatrix, IUCN_GL, HCP_SC_04, Comments, Author, Source, OBJECTID_1, ele, time, magvar, geoidheigh, name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, sym, type, fix, sat, hdop, vdop, pdop, ageofdgpsd, dgpsid, geometry","MasterPlan:object, SurveyCode:object, SurveyName:object, SurveyType:object, AreaName:object, StartDate:datetime64[ms], EndDate:datetime64[ms], SampleID:object, ObsDate:datetime64[ms], ObsTime:datetime64[ms, UTC], DepthRefPt:object, SampleDepth:float64, SampleUnit:object, CollectionDevice:object, CollectionFrequency:object, SampleMatrix:object, IUCN_GL:object, HCP_SC_04:object, Comments:object, Author:object, Source:object, OBJECTID_1:float64, ele:float64, time:object, magvar:float64, geoidheigh:float64, name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, sym:object, type:object, fix:object, sat:float64, hdop:float64, vdop:float64, pdop:float64, ageofdgpsd:float64, dgpsid:float64, geometry:geometry",_20220626,0.014,FALSE
D:\NEOM_PROJECT\Marine Division\Long Term Monitoring Programs 2023 (Marine)\Species Management Plans project (Sooty Falcon)\Spatial Data\Species_Recovery_Plans.gdb,_20220626_MaktalAli_PC_Waypoints_SampleSite_POINT,success,,EPSG:3857,3857,Point,"[np.float64(3860871.3013000004), np.float64(3254234.493900001), np.float64(3861037.9466000013), np.float64(3254474.261500001)]","[(3860871.1629759623, 3254252.2428074474), (3860894.7897000015, 3254474.261500001), (3861061.5726343193, 3254456.51361308), (3861037.9466000013, 3254234.493900001), (3860871.1629759623, 3254252.2428074474)]",4,TRUE,46,"MasterPlan, SurveyCode, SurveyName, SurveyType, AreaName, StartDate, EndDate, SampleID, ObsDate, ObsTime, DepthRefPt, SampleDepth, SampleUnit, CollectionDevice, CollectionFrequency, SampleMatrix, IUCN_GL, HCP_SC_04, Comments, Author, Source, OBJECTID_1, ele, time, magvar, geoidheigh, name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, sym, type, fix, sat, hdop, vdop, pdop, ageofdgpsd, dgpsid, geometry","MasterPlan:object, SurveyCode:object, SurveyName:object, SurveyType:object, AreaName:object, StartDate:datetime64[ms], EndDate:datetime64[ms], SampleID:object, ObsDate:datetime64[ms], ObsTime:datetime64[ms, UTC], DepthRefPt:object, SampleDepth:float64, SampleUnit:object, CollectionDevice:object, CollectionFrequency:object, SampleMatrix:object, IUCN_GL:object, HCP_SC_04:object, Comments:object, Author:object, Source:object, OBJECTID_1:float64, ele:float64, time:object, magvar:float64, geoidheigh:float64, name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, sym:object, type:object, fix:object, sat:float64, hdop:float64, vdop:float64, pdop:float64, ageofdgpsd:float64, dgpsid:float64, geometry:geometry",_20220626,0.004,FALSE
D:\NEOM_PROJECT\Marine Division\Long Term Monitoring Programs 2023 (Marine)\Species Management Plans project (Sooty Falcon)\Spatial Data\Species_Recovery_Plans.gdb,_20220623_Farsha_RAP_Waypoints_SampleSite_POINT,success,,EPSG:3857,3857,Point,"[np.float64(3900365.786899999), np.float64(3255233.3222999983), np.float64(3901280.0538000017), np.float64(3257030.9952000007)]","[(3900484.004791445, 3257092.6279232153), (3901309.715904133, 3255508.82824194), (3900529.176604412, 3255101.8954827883), (3899703.465491724, 3256685.6951640635), (3900484.004791445, 3257092.6279232153)]",31,TRUE,46,"MasterPlan, SurveyCode, SurveyName, SurveyType, AreaName, StartDate, EndDate, SampleID, ObsDate, ObsTime, DepthRefPt, SampleDepth, SampleUnit, CollectionDevice, CollectionFrequency, SampleMatrix, IUCN_GL, HCP_SC_04, Comments, Author, Source, OBJECTID_1, ele, time, magvar, geoidheigh, name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, sym, type, fix, sat, hdop, vdop, pdop, ageofdgpsd, dgpsid, geometry","MasterPlan:object, SurveyCode:object, SurveyName:object, SurveyType:object, AreaName:object, StartDate:datetime64[ms], EndDate:datetime64[ms], SampleID:object, ObsDate:datetime64[ms], ObsTime:datetime64[ms, UTC], DepthRefPt:object, SampleDepth:float64, SampleUnit:object, CollectionDevice:object, CollectionFrequency:object, SampleMatrix:object, IUCN_GL:object, HCP_SC_04:object, Comments:object, Author:object, Source:object, OBJECTID_1:float64, ele:float64, time:object, magvar:float64, geoidheigh:float64, name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, sym:object, type:object, fix:object, sat:float64, hdop:float64, vdop:float64, pdop:float64, ageofdgpsd:float64, dgpsid:float64, geometry:geometry",_20220623,0.03,FALSE
D:\NEOM_PROJECT\Marine Division\Long Term Monitoring Programs 2023 (Marine)\Species Management Plans project (Sooty Falcon)\Spatial Data\Species_Recovery_Plans.gdb,Farsha_tracklog_3857_Clipped_SampleSite_POLYLINE,success,,EPSG:3857,3857,MultiLineString,"[np.float64(3898772.397500001), np.float64(3255128.5342000015), np.float64(3901893.8872000016), np.float64(3258025.3790000007)]","[(3899576.4407086144, 3258327.334678115), (3901893.8872000016, 3255472.6297000013), (3900245.83609885, 3254134.7442011316), (3897928.390286406, 3256989.449736839), (3899576.4407086144, 3258327.334678115)]",9,TRUE,41,"MasterPlan, SurveyCode, SurveyName, SurveyType, AreaName, StartDate, EndDate, SampleID, ObsDate, ObsTime, DepthRefPt, SampleDepth, SampleUnit, CollectionDevice, CollectionFrequency, SampleMatrix, IUCN_GL, HCP_SC_04, Comments, Author, Source, FID, name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, gpxtrkx_Tr, layer, path, Length, Shape_Length, geometry","MasterPlan:object, SurveyCode:object, SurveyName:object, SurveyType:object, AreaName:object, StartDate:datetime64[ms], EndDate:datetime64[ms], SampleID:object, ObsDate:datetime64[ms], ObsTime:datetime64[ms], DepthRefPt:object, SampleDepth:float64, SampleUnit:object, CollectionDevice:object, CollectionFrequency:object, SampleMatrix:object, IUCN_GL:object, HCP_SC_04:object, Comments:object, Author:object, Source:object, FID:float64, name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:int32, type:object, gpxx_Track:object, gpxtrkx_Tr:object, layer:object, path:object, Length:float64, Shape_Length:float64, geometry:geometry",Farsha_tracklog,0.014,FALSE
D:\NEOM_PROJECT\Marine Division\Long Term Monitoring Programs 2023 (Marine)\Species Management Plans project (Sooty Falcon)\Spatial Data\Species_Recovery_Plans.gdb,Farsha_FOV_Clipped_SampleSite_POLYGON,success,,EPSG:3857,3857,MultiPolygon,"[np.float64(3898755.7580999993), np.float64(3255093.8922999986), np.float64(3901918.098200001), np.float64(3258033.6840000004)]","[(3899581.214618082, 3258338.565225091), (3901918.098200001, 3255456.0826000012), (3900222.926289417, 3254081.773599413), (3897886.0418403842, 3256964.255502351), (3899581.214618082, 3258338.565225091)]",1,TRUE,42,"MasterPlan, SurveyCode, SurveyName, SurveyType, AreaName, StartDate, EndDate, SampleID, ObsDate, ObsTime, DepthRefPt, SampleDepth, SampleUnit, CollectionDevice, CollectionFrequency, SampleMatrix, IUCN_GL, HCP_SC_04, Comments, Author, Source, FID, name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, gpxtrkx_Tr, layer, path, Area, Shape_Length, Shape_Area, geometry","MasterPlan:object, SurveyCode:object, SurveyName:object, SurveyType:object, AreaName:object, StartDate:datetime64[ms], EndDate:datetime64[ms], SampleID:object, ObsDate:datetime64[ms], ObsTime:datetime64[ms], DepthRefPt:object, SampleDepth:float64, SampleUnit:object, CollectionDevice:object, CollectionFrequency:object, SampleMatrix:object, IUCN_GL:object, HCP_SC_04:object, Comments:object, Author:object, Source:object, FID:float64, name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:int32, type:object, gpxx_Track:object, gpxtrkx_Tr:object, layer:object, path:object, Area:float64, Shape_Length:float64, Shape_Area:float64, geometry:geometry",Farsha_FOV,0.002,FALSE
D:\NEOM_PROJECT\Marine Division\Long Term Monitoring Programs 2023 (Marine)\Species Management Plans project (Sooty Falcon)\Spatial Data\Species_Recovery_Plans.gdb,_20220624_Farsha_RP_Waypoints_SampleSite_POINT,success,,EPSG:3857,3857,Point,"[np.float64(3899226.7657999992), np.float64(3255555.097199999), np.float64(3900848.579500001), np.float64(3256484.5157999992)]","[(3899134.357040865, 3255994.0003826222), (3900753.9486673702, 3256505.758546486), (3900977.2793804007, 3255798.9704992427), (3899357.6877538953, 3255287.212335379), (3899134.357040865, 3255994.0003826222)]",10,TRUE,46,"MasterPlan, SurveyCode, SurveyName, SurveyType, AreaName, StartDate, EndDate, SampleID, ObsDate, ObsTime, DepthRefPt, SampleDepth, SampleUnit, CollectionDevice, CollectionFrequency, SampleMatrix, IUCN_GL, HCP_SC_04, Comments, Author, Source, OBJECTID_1, ele, time, magvar, geoidheigh, name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, sym, type, fix, sat, hdop, vdop, pdop, ageofdgpsd, dgpsid, geometry","MasterPlan:object, SurveyCode:object, SurveyName:object, SurveyType:object, AreaName:object, StartDate:datetime64[ms], EndDate:datetime64[ms], SampleID:object, ObsDate:datetime64[ms], ObsTime:datetime64[ms, UTC], DepthRefPt:object, SampleDepth:float64, SampleUnit:object, CollectionDevice:object, CollectionFrequency:object, SampleMatrix:object, IUCN_GL:object, HCP_SC_04:object, Comments:object, Author:object, Source:object, OBJECTID_1:float64, ele:float64, time:object, magvar:float64, geoidheigh:float64, name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, sym:object, type:object, fix:object, sat:float64, hdop:float64, vdop:float64, pdop:float64, ageofdgpsd:float64, dgpsid:float64, geometry:geometry",_20220624,0.01,FALSE
D:\NEOM_PROJECT\Marine Division\Long Term Monitoring Programs 2023 (Marine)\Species Management Plans project (Sooty Falcon)\Spatial Data\Species_Recovery_Plans.gdb,Farsha_tracklog_3857_Merged_SampleSite_POLYLINE,success,,EPSG:3857,3857,MultiLineString,"[np.float64(3886851.076299999), np.float64(3240411.988499999), np.float64(4071621.982000001), np.float64(3295173.6301000006)]","[(4072551.9773931922, 3291812.6581375087), (3886851.4309, 3240411.988499999), (3883200.239582656, 3253603.027866211), (4068900.7858307306, 3305003.697673517), (4072551.9773931922, 3291812.6581375087)]",10,TRUE,40,"MasterPlan, SurveyCode, SurveyName, SurveyType, AreaName, StartDate, EndDate, SampleID, ObsDate, ObsTime, DepthRefPt, SampleDepth, SampleUnit, CollectionDevice, CollectionFrequency, SampleMatrix, IUCN_GL, HCP_SC_04, Comments, Author, Source, FID, name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, gpxtrkx_Tr, layer, path, Shape_Length, geometry","MasterPlan:object, SurveyCode:object, SurveyName:object, SurveyType:object, AreaName:object, StartDate:datetime64[ms], EndDate:datetime64[ms], SampleID:object, ObsDate:datetime64[ms], ObsTime:datetime64[ms], DepthRefPt:object, SampleDepth:float64, SampleUnit:object, CollectionDevice:object, CollectionFrequency:object, SampleMatrix:object, IUCN_GL:object, HCP_SC_04:object, Comments:object, Author:object, Source:object, FID:float64, name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:int32, type:object, gpxx_Track:object, gpxtrkx_Tr:object, layer:object, path:object, Shape_Length:float64, geometry:geometry",Farsha_tracklog,0.015,FALSE
D:\NEOM_PROJECT\Marine Division\Long Term Monitoring Programs 2023 (Marine)\Species Management Plans project (Sooty Falcon)\Spatial Data\Species_Recovery_Plans.gdb,Farsha_FOV_SampleSite_POLYGON,success,,EPSG:3857,3857,MultiPolygon,"[np.float64(3886801.090399999), np.float64(3240361.9893000014), np.float64(4071671.9811000004), np.float64(3295223.625)]","[(4072613.5266811536, 3291777.605103976), (3886816.6060825195, 3240350.5088668154), (3883138.7606001636, 3253637.908215751), (4068935.6811987977, 3305065.0044529117), (4072613.5266811536, 3291777.605103976)]",1,TRUE,41,"MasterPlan, SurveyCode, SurveyName, SurveyType, AreaName, StartDate, EndDate, SampleID, ObsDate, ObsTime, DepthRefPt, SampleDepth, SampleUnit, CollectionDevice, CollectionFrequency, SampleMatrix, IUCN_GL, HCP_SC_04, Comments, Author, Source, FID, name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, gpxtrkx_Tr, layer, path, Shape_Length, Shape_Area, geometry","MasterPlan:object, SurveyCode:object, SurveyName:object, SurveyType:object, AreaName:object, StartDate:datetime64[ms], EndDate:datetime64[ms], SampleID:object, ObsDate:datetime64[ms], ObsTime:datetime64[ms], DepthRefPt:object, SampleDepth:float64, SampleUnit:object, CollectionDevice:object, CollectionFrequency:object, SampleMatrix:object, IUCN_GL:object, HCP_SC_04:object, Comments:object, Author:object, Source:object, FID:float64, name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:int32, type:object, gpxx_Track:object, gpxtrkx_Tr:object, layer:object, path:object, Shape_Length:float64, Shape_Area:float64, geometry:geometry",Farsha_FOV,0.002,FALSE
