shapefile_path,layer_name,status,error,crs,epsg,geometry_types,bbox,obb_bbox,feature_count,has_geometry,has_timestamp,min_date,max_date,field_count,field_names,field_types,first_word,Species,activity,memory_mb,has_z
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Dugong)\1. Reports\Survey\Old File - Species Recovery plans project\Shapefiles\Old data\003_Walih\Shapefiles\Walih_tracklog_3857_1.shp,Walih_tracklog_3857_1,success,,EPSG:3857,3857.0,LineString,"[np.float64(3914836.779246086), np.float64(3221636.392205619), np.float64(3916204.6680171257), np.float64(3222319.9803567883)]","[(3914865.9003358223, 3222319.9803567883), (3916259.242248517, 3221811.694618524), (3916153.1825320357, 3221520.958447208), (3914759.841389145, 3222029.245275502)]",1.0,True,False,,,14.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, geometry:geometry",Walih_tracklog,,Survey,0.001,True
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Dugong)\1. Reports\Survey\Old File - Species Recovery plans project\Shapefiles\Old data\003_Walih\Shapefiles\Walih_tracklog_3857_2.shp,Walih_tracklog_3857_2,success,,EPSG:3857,3857.0,LineString,"[np.float64(3915950.0987427933), np.float64(3221363.3250801032), np.float64(3916422.7542764414), np.float64(3222144.1942731333)]","[(3915950.0987427933, 3221363.3250801032), (3916107.0833102693, 3222168.641961586), (3916519.360368561, 3222088.274694433), (3916362.3758344613, 3221282.957751249)]",1.0,True,False,,,14.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, geometry:geometry",Walih_tracklog,,Survey,0.001,True
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Dugong)\1. Reports\Survey\Old File - Species Recovery plans project\Shapefiles\Old data\003_Walih\Shapefiles\Walih_tracklog_3857_3.shp,Walih_tracklog_3857_3,success,,EPSG:3857,3857.0,LineString,"[np.float64(3915217.4901346196), np.float64(3221632.595474447), np.float64(3916361.7595444485), np.float64(3221842.2297023404)]","[(3915221.286861403, 3221849.786687372), (3916365.3589071603, 3221809.1798426383), (3916358.391633632, 3221612.881338494), (3915214.319587874, 3221653.488183227)]",1.0,True,False,,,14.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, geometry:geometry",Walih_tracklog,,Survey,0.001,True
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Dugong)\1. Reports\Survey\Old File - Species Recovery plans project\Shapefiles\Old data\003_Walih\Shapefiles\Walih_tracklog_3857_4.shp,Walih_tracklog_3857_4,success,,EPSG:3857,3857.0,LineString,"[np.float64(3914163.5418307916), np.float64(3221695.0624859403), np.float64(3916547.1510578115), np.float64(3222464.517506408)]","[(3914208.18755752, 3222521.757704144), (3916614.8579539196, 3222019.476623886), (3916507.040848627, 3221502.8729815613), (3914100.3704522275, 3222005.1540618194)]",2.0,True,False,,,14.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, geometry:geometry",Walih_tracklog,,Survey,0.001,True
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Dugong)\1. Reports\Survey\Old File - Species Recovery plans project\Shapefiles\Old data\003_Walih\Shapefiles\Walih_tracklog_3857_5.shp,Walih_tracklog_3857_5,success,,EPSG:3857,3857.0,LineString,"[np.float64(3914239.6522913487), np.float64(3221579.9369318914), np.float64(3916253.448874776), np.float64(3222465.171418625)]","[(3914298.6087080063, 3222516.5295577445), (3916359.1438124087, 3222087.1395028564), (3916235.4137672586, 3221493.390070148), (3914174.8786628563, 3221922.7801250364)]",2.0,True,False,,,14.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, geometry:geometry",Walih_tracklog,,Survey,0.001,True
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Dugong)\1. Reports\Survey\Old File - Species Recovery plans project\Shapefiles\Old data\003_Walih\Shapefiles\Walih_tracklog_3857_6.shp,Walih_tracklog_3857_6,success,,EPSG:3857,3857.0,LineString,"[np.float64(3914042.59740079), np.float64(3221360.456500673), np.float64(3916408.2823752835), np.float64(3222526.903932883)]","[(3914079.607545274, 3222550.5292369477), (3916481.491425141, 3221721.519234032), (3916236.0242351037, 3221010.329158262), (3913834.1403552364, 3221839.3391611776)]",1.0,True,False,,,14.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, geometry:geometry",Walih_tracklog,,Survey,0.001,True
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Dugong)\1. Reports\Survey\Old File - Species Recovery plans project\Shapefiles\Old data\003_Walih\Shapefiles\Walih_tracklog_3857_Clipped.shp,Walih_tracklog_3857_Clipped,success,,EPSG:3857,3857.0,MultiLineString,"[np.float64(3914275.9673363855), np.float64(3221632.595474447), np.float64(3916420.3936130553), np.float64(3222462.363628675)]","[(3914316.97928037, 3222507.839068735), (3916433.5906703705, 3222105.968682485), (3916305.6726662233, 3221432.23726602), (3914189.061276223, 3221834.10765227)]",8.0,True,False,,,17.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, layer, path, Length, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, layer:object, path:object, Length:float64, geometry:geometry",Walih_tracklog,,Survey,0.005,True
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Dugong)\1. Reports\Survey\Old File - Species Recovery plans project\Shapefiles\Old data\003_Walih\Shapefiles\Walih_tracklog_3857_Merged.shp,Walih_tracklog_3857_Merged,success,,EPSG:3857,3857.0,LineString,"[np.float64(3914042.59740079), np.float64(3221360.456500673), np.float64(3916547.1510578115), np.float64(3222526.903932883)]","[(3914064.1946073873, 3222555.8340264536), (3916618.5014203503, 3222070.860606025), (3916443.0138246994, 3221146.58487816), (3913888.7070117365, 3221631.5582985887)]",8.0,True,False,,,16.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, layer, path, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, layer:object, path:object, geometry:geometry",Walih_tracklog,,Survey,0.005,True
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Dugong)\1. Reports\Survey\Old File - Species Recovery plans project\Shapefiles\Old data\003_Walih\Shapefiles\Walih_tracklog_buffered_dissolved1.shp,Walih_tracklog_buffered_dissolved1,success,,EPSG:3857,3857.0,Polygon,"[np.float64(3914786.7793688225), np.float64(3221586.3925556075), np.float64(3916254.665855492), np.float64(3222369.9547934225)]","[(3914836.067672312, 3222384.083628541), (3916323.3188040233, 3221841.5276721367), (3916182.995371871, 3221456.8739215382), (3914695.7442401596, 3221999.4298779424)]",1.0,True,False,,,14.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, geometry:geometry",Walih_tracklog,,Survey,0.001,False
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Dugong)\1. Reports\Survey\Old File - Species Recovery plans project\Shapefiles\Old data\003_Walih\Shapefiles\Walih_tracklog_buffered_dissolved2.shp,Walih_tracklog_buffered_dissolved2,success,,EPSG:3857,3857.0,Polygon,"[np.float64(3915900.102867354), np.float64(3221313.329204664), np.float64(3916472.748368372), np.float64(3222194.1920828777)]","[(3915891.4720052574, 3221323.8235890176), (3916067.561725142, 3222227.2620939263), (3916577.9859048026, 3222127.7750227745), (3916401.896184918, 3221224.3365178662)]",1.0,True,False,,,14.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, geometry:geometry",Walih_tracklog,,Survey,0.001,False
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Dugong)\1. Reports\Survey\Old File - Species Recovery plans project\Shapefiles\Old data\003_Walih\Shapefiles\Walih_tracklog_buffered_dissolved3.shp,Walih_tracklog_buffered_dissolved3,success,,EPSG:3857,3857.0,Polygon,"[np.float64(3915167.5016335715), np.float64(3221582.598271575), np.float64(3916411.7594402456), np.float64(3221892.2186466497)]","[(3915173.098569425, 3221901.5229351623), (3916417.0659405175, 3221857.370439287), (3916406.552724855, 3221561.1675409027), (3915162.5853537624, 3221605.3200367787)]",1.0,True,False,,,14.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, geometry:geometry",Walih_tracklog,,Survey,0.001,False
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Dugong)\1. Reports\Survey\Old File - Species Recovery plans project\Shapefiles\Old data\003_Walih\Shapefiles\Walih_tracklog_buffered_dissolved4.shp,Walih_tracklog_buffered_dissolved4,success,,EPSG:3857,3857.0,Polygon,"[np.float64(3914113.5640273946), np.float64(3221645.0627340353), np.float64(3916597.1508097164), np.float64(3222514.507781562)]","[(3914169.4475719254, 3222580.89271438), (3916673.9875151217, 3222058.220463154), (3916545.7572096996, 3221443.766718756), (3914041.217266503, 3221966.438969982)]",1.0,True,False,,,14.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, geometry:geometry",Walih_tracklog,,Survey,0.001,False
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Dugong)\1. Reports\Survey\Old File - Species Recovery plans project\Shapefiles\Old data\003_Walih\Shapefiles\Walih_tracklog_buffered_dissolved5.shp,Walih_tracklog_buffered_dissolved5,success,,EPSG:3857,3857.0,Polygon,"[np.float64(3914189.6595071093), np.float64(3221529.9671175843), np.float64(3916303.418689083), np.float64(3222515.1525087496)]","[(3914259.873822289, 3222575.64163295), (3916418.2789318496, 3222125.8884319835), (3916274.163030829, 3221434.263566471), (3914115.757921268, 3221884.0167674376)]",1.0,True,False,,,14.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, geometry:geometry",Walih_tracklog,,Survey,0.001,False
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Dugong)\1. Reports\Survey\Old File - Species Recovery plans project\Shapefiles\Old data\003_Walih\Shapefiles\Walih_tracklog_buffered_dissolved6.shp,Walih_tracklog_buffered_dissolved6,success,,EPSG:3857,3857.0,Polygon,"[np.float64(3913992.5995746404), np.float64(3221310.457993652), np.float64(3916458.2773201833), np.float64(3222576.8949611722)]","[(3914048.6619353523, 3222614.0836254405), (3916545.042309984, 3221752.469158237), (3916266.9657983147, 3220946.790083893), (3913770.585423683, 3221808.404551097)]",1.0,True,False,,,14.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, geometry:geometry",Walih_tracklog,,Survey,0.001,False
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Dugong)\1. Reports\Survey\Old File - Species Recovery plans project\Shapefiles\Old data\004_Shusha\Shapefiles\20220618_Shusha_DT_Tracklog.shp,20220618_Shusha_DT_Tracklog,success,,EPSG:32636,32636.0,LineString,"[np.float64(687212.8656779905), np.float64(3090956.0208418057), np.float64(688586.1596906143), np.float64(3091416.3751892955)]","[(687223.5687583386, 3091435.412054226), (688598.3509993206, 3091351.2739689993), (688570.3752908249, 3090894.162220477), (687195.593049843, 3090978.3003057037)]",1.0,True,False,,,14.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, geometry:geometry",20220618_Shusha,,Survey,0.001,True
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Dugong)\1. Reports\Survey\Old File - Species Recovery plans project\Shapefiles\Old data\004_Shusha\Shapefiles\20220618_Shusha_DT_Waypoints.shp,20220618_Shusha_DT_Waypoints,success,,EPSG:32636,32636.0,Point,"[np.float64(687213.7172846724), np.float64(3090957.5424091555), np.float64(688549.7429058116), np.float64(3091412.8554464164)]","[(687257.7978397943, 3091454.188421108), (688550.1257748907, 3091160.108183224), (688457.6017462173, 3090753.513752438), (687165.273811121, 3091047.593990322)]",30.0,True,False,,,24.0,"ele, time, magvar, geoidheigh, name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, sym, type, fix, sat, hdop, vdop, pdop, ageofdgpsd, dgpsid, geometry","ele:float64, time:object, magvar:float64, geoidheigh:float64, name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, sym:object, type:object, fix:object, sat:float64, hdop:float64, vdop:float64, pdop:float64, ageofdgpsd:float64, dgpsid:float64, geometry:geometry",20220618_Shusha,,Survey,0.016,True
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Dugong)\1. Reports\Survey\Old File - Species Recovery plans project\Shapefiles\Old data\004_Shusha\Shapefiles\20220618_Shusha_RAP_Tracklog.shp,20220618_Shusha_RAP_Tracklog,success,,EPSG:32636,32636.0,MultiLineString,"[np.float64(687634.9948803431), np.float64(3090999.4034564095), np.float64(688604.4178054781), np.float64(3091814.110685958)]","[(687833.3023108373, 3091979.222831193), (688622.3594209299, 3091114.493211565), (688265.5555625916, 3090788.9132673377), (687476.498452499, 3091653.6428869655)]",1.0,True,False,,,14.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, geometry:geometry",20220618_Shusha,,Survey,0.001,True
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Dugong)\1. Reports\Survey\Old File - Species Recovery plans project\Shapefiles\Old data\004_Shusha\Shapefiles\20220618_Shusha_RAP_Waypoints.shp,20220618_Shusha_RAP_Waypoints,success,,EPSG:32636,32636.0,Point,"[np.float64(686696.3964950358), np.float64(3077132.1924026906), np.float64(709369.0417502965), np.float64(3091850.918250711)]","[(709369.0417502965, 3077132.1924026906), (686420.1162598791, 3090725.374166014), (687257.3552908096, 3092138.857510082), (710206.2805072533, 3078545.675816568)]",31.0,True,False,,,24.0,"ele, time, magvar, geoidheigh, name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, sym, type, fix, sat, hdop, vdop, pdop, ageofdgpsd, dgpsid, geometry","ele:float64, time:object, magvar:float64, geoidheigh:float64, name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, sym:object, type:object, fix:object, sat:float64, hdop:float64, vdop:float64, pdop:float64, ageofdgpsd:float64, dgpsid:float64, geometry:geometry",20220618_Shusha,,Survey,0.017,True
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Dugong)\1. Reports\Survey\Old File - Species Recovery plans project\Shapefiles\Old data\004_Shusha\Shapefiles\20220618_Shusha_RP_Tracklog.shp,20220618_Shusha_RP_Tracklog,success,,EPSG:32636,32636.0,LineString,"[np.float64(687211.5388969397), np.float64(3090997.594124593), np.float64(688588.2603481904), np.float64(3091898.898592547)]","[(688457.7056147706, 3090846.9850932905), (687180.2280097897, 3091394.205166698), (687404.292220013, 3091917.2799306284), (688681.7698249938, 3091370.0598572204)]",1.0,True,False,,,15.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, gpxtrkx_Tr, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, gpxtrkx_Tr:object, geometry:geometry",20220618_Shusha,,Survey,0.001,True
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Dugong)\1. Reports\Survey\Old File - Species Recovery plans project\Shapefiles\Old data\004_Shusha\Shapefiles\20220618_Shusha_RP_Waypoints.shp,20220618_Shusha_RP_Waypoints,success,,EPSG:32636,32636.0,Point,"[np.float64(687251.588541308), np.float64(3091172.4676219546), np.float64(688040.5104567469), np.float64(3091840.4411626454)]","[(688030.1052837141, 3091154.9066905407), (687243.2103907086, 3091435.965253966), (687403.5208270161, 3091884.7950710263), (688190.4157200217, 3091603.736507601)]",12.0,True,False,,,24.0,"ele, time, magvar, geoidheigh, name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, sym, type, fix, sat, hdop, vdop, pdop, ageofdgpsd, dgpsid, geometry","ele:float64, time:object, magvar:float64, geoidheigh:float64, name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, sym:object, type:object, fix:object, sat:float64, hdop:float64, vdop:float64, pdop:float64, ageofdgpsd:float64, dgpsid:float64, geometry:geometry",20220618_Shusha,,Survey,0.006,True
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Dugong)\1. Reports\Survey\Old File - Species Recovery plans project\Shapefiles\Old data\004_Shusha\Shapefiles\20220618_Walih_Shusha_Crossing_Tracklog.shp,20220618_Walih_Shusha_Crossing_Tracklog,success,,EPSG:32636,32636.0,LineString,"[np.float64(686619.1837403853), np.float64(3077092.564019301), np.float64(709502.9592788427), np.float64(3091879.7880941634)]","[(709191.8907170533, 3076590.8104088674), (686287.4067800894, 3090790.7216111934), (687351.430223148, 3092506.993460562), (710255.9141601118, 3078307.082258236)]",1.0,True,False,,,14.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, geometry:geometry",20220618_Walih,,Survey,0.001,True
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Dugong)\1. Reports\Survey\Old File - Species Recovery plans project\Shapefiles\Old data\004_Shusha\Shapefiles\20220618_Yuba_Shusha_Crossing.shp,20220618_Yuba_Shusha_Crossing,failed,'Point' object has no attribute 'exterior',,,,,,,,,,,,,,,,,,
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Dugong)\1. Reports\Survey\Old File - Species Recovery plans project\Shapefiles\Old data\004_Shusha\Shapefiles\20220626_Shusha_AM_Tracklog.shp,20220626_Shusha_AM_Tracklog,success,,EPSG:32636,32636.0,MultiLineString,"[np.float64(664941.6151205832), np.float64(3091029.443604929), np.float64(688567.4618675861), np.float64(3104200.6443661265)]","[(664941.7008884226, 3104200.6443661265), (688590.8485565452, 3091182.2710206197), (688411.9657777688, 3090857.3129687556), (664762.8180145862, 3103875.68639667)]",1.0,True,False,,,15.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, gpxtrkx_Tr, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, gpxtrkx_Tr:object, geometry:geometry",20220626_Shusha,,Survey,0.001,True
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Dugong)\1. Reports\Survey\Old File - Species Recovery plans project\Shapefiles\Old data\004_Shusha\Shapefiles\20220626_Shusha_AM_Waypoints.shp,20220626_Shusha_AM_Waypoints,success,,EPSG:32636,32636.0,Point,"[np.float64(687309.1774854825), np.float64(3091139.2186448025), np.float64(688025.4415697386), np.float64(3091693.1078089057)]","[(687995.2399278252, 3091139.2186448025), (687230.2231268741, 3091498.5129620475), (687366.1144524993, 3091787.8555720793), (688131.13115873, 3091428.561328056)]",25.0,True,False,,,24.0,"ele, time, magvar, geoidheigh, name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, sym, type, fix, sat, hdop, vdop, pdop, ageofdgpsd, dgpsid, geometry","ele:float64, time:object, magvar:float64, geoidheigh:float64, name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, sym:object, type:object, fix:object, sat:float64, hdop:float64, vdop:float64, pdop:float64, ageofdgpsd:float64, dgpsid:float64, geometry:geometry",20220626_Shusha,,Survey,0.013,True
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Dugong)\1. Reports\Survey\Old File - Species Recovery plans project\Shapefiles\Old data\004_Shusha\Shapefiles\20220626_Shusha_PC_Tracklog.shp,20220626_Shusha_PC_Tracklog,success,,EPSG:32636,32636.0,MultiLineString,"[np.float64(664943.4692449253), np.float64(3091027.6279726718), np.float64(688584.295422432), np.float64(3104196.1077607167)]","[(688429.1252948082, 3090867.5525501263), (664943.0811782585, 3104195.424058203), (665194.4249477849, 3104638.3358058413), (688680.4690643345, 3091310.4642977645)]",1.0,True,False,,,15.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, gpxtrkx_Tr, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, gpxtrkx_Tr:object, geometry:geometry",20220626_Shusha,,Survey,0.001,True
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Dugong)\1. Reports\Survey\Old File - Species Recovery plans project\Shapefiles\Old data\004_Shusha\Shapefiles\20220626_Shusha_PC_Waypoints.shp,20220626_Shusha_PC_Waypoints,success,,EPSG:32636,32636.0,Point,"[np.float64(687766.0522908161), np.float64(3091140.785267041), np.float64(688244.6783340934), np.float64(3091746.012215942)]","[(688003.2874544383, 3091140.785267041), (687766.0522908161, 3091746.012215942), (688103.1488967747, 3091878.1463259123), (688340.3840603498, 3091272.9193769675)]",22.0,True,False,,,24.0,"ele, time, magvar, geoidheigh, name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, sym, type, fix, sat, hdop, vdop, pdop, ageofdgpsd, dgpsid, geometry","ele:float64, time:object, magvar:float64, geoidheigh:float64, name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, sym:object, type:object, fix:object, sat:float64, hdop:float64, vdop:float64, pdop:float64, ageofdgpsd:float64, dgpsid:float64, geometry:geometry",20220626_Shusha,,Survey,0.012,True
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Dugong)\1. Reports\Survey\Old File - Species Recovery plans project\Shapefiles\Old data\004_Shusha\Shapefiles\20220626_Shusha_RAP_Tracklog.shp,20220626_Shusha_RAP_Tracklog,success,,EPSG:32636,32636.0,MultiLineString,"[np.float64(664939.4342192267), np.float64(3091027.8562987135), np.float64(688564.3150882918), np.float64(3104179.6031737523)]","[(688421.6515361604, 3090878.979944216), (664848.9317064721, 3104016.950334646), (665083.3916809681, 3104437.6286529726), (688656.1115106938, 3091299.658262522)]",1.0,True,False,,,15.0,"name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, number, type, gpxx_Track, gpxtrkx_Tr, geometry","name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, number:float64, type:object, gpxx_Track:object, gpxtrkx_Tr:object, geometry:geometry",20220626_Shusha,,Survey,0.001,True
D:\NEOM_PROJECT\Marine_New_Data\Species Management Plans project (Dugong)\1. Reports\Survey\Old File - Species Recovery plans project\Shapefiles\Old data\004_Shusha\Shapefiles\20220626_Shusha_RAP_Waypoints.shp,20220626_Shusha_RAP_Waypoints,success,,EPSG:32636,32636.0,Point,"[np.float64(688000.9116398634), np.float64(3091140.004991344), np.float64(688394.8438240936), np.float64(3091516.1074420963)]","[(688394.8438240936, 3091381.8831769326), (688002.2176032615, 3091139.519332945), (687903.1850362746, 3091299.9507948183), (688295.811332742, 3091542.314665045)]",41.0,True,False,,,24.0,"ele, time, magvar, geoidheigh, name, cmt, desc, src, link1_href, link1_text, link1_type, link2_href, link2_text, link2_type, sym, type, fix, sat, hdop, vdop, pdop, ageofdgpsd, dgpsid, geometry","ele:float64, time:object, magvar:float64, geoidheigh:float64, name:object, cmt:object, desc:object, src:object, link1_href:object, link1_text:object, link1_type:object, link2_href:object, link2_text:object, link2_type:object, sym:object, type:object, fix:object, sat:float64, hdop:float64, vdop:float64, pdop:float64, ageofdgpsd:float64, dgpsid:float64, geometry:geometry",20220626_Shusha,,Survey,0.022,True
