file_path,file_name,file_type,status,error,marine_mammals,sharks_rays,reptiles,fish,birds,invertebrates_habitat,survey_types,places,data_types,conservation
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\002_Yuba\Team Rebekka\20220615\Waypoints_15-JUN-22.gpx,Waypoints_15-JUN-22.gpx,gpx,success,,,,,,"falcon, sooty falcon",,survey,,,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\002_Yuba\Team Rebekka\20220616\Current.gpx,Current.gpx,gpx,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\002_Yuba\Team Rebekka\20220616\Waypoints_16-JUN-22.gpx,Waypoints_16-JUN-22.gpx,gpx,success,,,,,,"falcon, sooty falcon",,survey,,,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\002_Yuba\Team Ross\20220615\Current.gpx,Current.gpx,gpx,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\002_Yuba\Team Ross\20220615\Waypoints_15-JUN-22.gpx,Waypoints_15-JUN-22.gpx,gpx,success,,,,,,"falcon, sooty falcon",,survey,,,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\002_Yuba\Team Ross\20220616\Current.gpx,Current.gpx,gpx,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\002_Yuba\Team Ross\20220616\Waypoints_16-JUN-22.gpx,Waypoints_16-JUN-22.gpx,gpx,success,,,,,,"falcon, sooty falcon",,survey,,,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\003_Walih\Shapefiles\20220616_Walih_DT_Tracklog.shp,20220616_Walih_DT_Tracklog.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\003_Walih\Shapefiles\20220616_Walih_DT_Waypoints.shp,20220616_Walih_DT_Waypoints.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\003_Walih\Shapefiles\20220616_Walih_RAP_Tracklog.shp,20220616_Walih_RAP_Tracklog.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\003_Walih\Shapefiles\20220616_Walih_RAP_Waypoints.shp,20220616_Walih_RAP_Waypoints.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\003_Walih\Shapefiles\20220616_Walih_RP_Tracklog.shp,20220616_Walih_RP_Tracklog.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\003_Walih\Shapefiles\20220616_Walih_RP_Waypoints.shp,20220616_Walih_RP_Waypoints.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\003_Walih\Shapefiles\20220616_Yuba_Walih_Crossing.shp,20220616_Yuba_Walih_Crossing.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\003_Walih\Shapefiles\20220617_Walih_DT_Tracklog.shp,20220617_Walih_DT_Tracklog.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\003_Walih\Shapefiles\20220617_Walih_DT_Waypoints.shp,20220617_Walih_DT_Waypoints.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\003_Walih\Shapefiles\20220617_Walih_RAP_Tracklog.shp,20220617_Walih_RAP_Tracklog.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\003_Walih\Shapefiles\20220617_Walih_RAP_Waypoints.shp,20220617_Walih_RAP_Waypoints.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\003_Walih\Shapefiles\20220617_Walih_RP_Tracklog.shp,20220617_Walih_RP_Tracklog.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\003_Walih\Shapefiles\20220617_Walih_RP_Waypoints.shp,20220617_Walih_RP_Waypoints.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\003_Walih\Shapefiles\Interim.shp,Interim.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\003_Walih\Shapefiles\Walih_FOV.shp,Walih_FOV.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,"NEOM, island",track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\003_Walih\Shapefiles\Walih_FOV_Clipped.shp,Walih_FOV_Clipped.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,"NEOM, island",track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\003_Walih\Shapefiles\Walih_tracklog_3857_1.shp,Walih_tracklog_3857_1.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\003_Walih\Shapefiles\Walih_tracklog_3857_2.shp,Walih_tracklog_3857_2.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\003_Walih\Shapefiles\Walih_tracklog_3857_3.shp,Walih_tracklog_3857_3.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\003_Walih\Shapefiles\Walih_tracklog_3857_4.shp,Walih_tracklog_3857_4.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\003_Walih\Shapefiles\Walih_tracklog_3857_5.shp,Walih_tracklog_3857_5.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\003_Walih\Shapefiles\Walih_tracklog_3857_6.shp,Walih_tracklog_3857_6.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\003_Walih\Shapefiles\Walih_tracklog_3857_Clipped.shp,Walih_tracklog_3857_Clipped.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,"NEOM, island","length, track",management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\003_Walih\Shapefiles\Walih_tracklog_3857_Merged.shp,Walih_tracklog_3857_Merged.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,"NEOM, island",track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\003_Walih\Shapefiles\Walih_tracklog_buffered_dissolved1.shp,Walih_tracklog_buffered_dissolved1.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\003_Walih\Shapefiles\Walih_tracklog_buffered_dissolved2.shp,Walih_tracklog_buffered_dissolved2.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\003_Walih\Shapefiles\Walih_tracklog_buffered_dissolved3.shp,Walih_tracklog_buffered_dissolved3.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\003_Walih\Shapefiles\Walih_tracklog_buffered_dissolved4.shp,Walih_tracklog_buffered_dissolved4.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\003_Walih\Shapefiles\Walih_tracklog_buffered_dissolved5.shp,Walih_tracklog_buffered_dissolved5.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\003_Walih\Shapefiles\Walih_tracklog_buffered_dissolved6.shp,Walih_tracklog_buffered_dissolved6.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\003_Walih\Team Doug\20220616\Current.gpx,Current.gpx,gpx,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\003_Walih\Team Doug\20220616\Waypoints_16-JUN-22.gpx,Waypoints_16-JUN-22.gpx,gpx,success,,,,,,"falcon, sooty falcon",,survey,,,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\003_Walih\Team Doug\20220617\Current.gpx,Current.gpx,gpx,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\003_Walih\Team Doug\20220617\Waypoints_17-JUN-22.gpx,Waypoints_17-JUN-22.gpx,gpx,success,,,,,,"falcon, sooty falcon",,survey,,,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\003_Walih\Team Rebekka\20220616\Current.gpx,Current.gpx,gpx,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\003_Walih\Team Rebekka\20220616\Waypoints_16-JUN-22.gpx,Waypoints_16-JUN-22.gpx,gpx,success,,,,,,"falcon, sooty falcon",,survey,,,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\003_Walih\Team Rebekka\20220617\Current.gpx,Current.gpx,gpx,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\003_Walih\Team Rebekka\20220617\Waypoints_17-JUN-22.gpx,Waypoints_17-JUN-22.gpx,gpx,success,,,,,,"falcon, sooty falcon",,survey,,,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\003_Walih\Team Ross\20220616\Current.gpx,Current.gpx,gpx,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\003_Walih\Team Ross\20220616\Waypoints_16-JUN-22.gpx,Waypoints_16-JUN-22.gpx,gpx,success,,,,,,"falcon, sooty falcon",,survey,,,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\003_Walih\Team Ross\20220617\Current.gpx,Current.gpx,gpx,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\003_Walih\Team Ross\20220617\Waypoints_17-JUN-22.gpx,Waypoints_17-JUN-22.gpx,gpx,success,,,,,,"falcon, sooty falcon",,survey,,,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\004_Shusha\Shapefiles\20220618_Shusha_DT_Tracklog.shp,20220618_Shusha_DT_Tracklog.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\004_Shusha\Shapefiles\20220618_Shusha_DT_Waypoints.shp,20220618_Shusha_DT_Waypoints.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\004_Shusha\Shapefiles\20220618_Shusha_RAP_Tracklog.shp,20220618_Shusha_RAP_Tracklog.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\004_Shusha\Shapefiles\20220618_Shusha_RAP_Waypoints.shp,20220618_Shusha_RAP_Waypoints.shp,shapefile,success,,dolphin,,,,"falcon, sooty falcon",,survey,,,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\004_Shusha\Shapefiles\20220618_Shusha_RP_Tracklog.shp,20220618_Shusha_RP_Tracklog.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\004_Shusha\Shapefiles\20220618_Shusha_RP_Waypoints.shp,20220618_Shusha_RP_Waypoints.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\004_Shusha\Shapefiles\20220618_Walih_Shusha_Crossing_Tracklog.shp,20220618_Walih_Shusha_Crossing_Tracklog.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\004_Shusha\Shapefiles\20220618_Yuba_Shusha_Crossing.shp,20220618_Yuba_Shusha_Crossing.shp,shapefile,success,,dolphin,,,,"falcon, sooty falcon",,survey,,,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\004_Shusha\Shapefiles\20220626_Shusha_AM_Tracklog.shp,20220626_Shusha_AM_Tracklog.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\004_Shusha\Shapefiles\20220626_Shusha_AM_Waypoints.shp,20220626_Shusha_AM_Waypoints.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\004_Shusha\Shapefiles\20220626_Shusha_PC_Tracklog.shp,20220626_Shusha_PC_Tracklog.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\004_Shusha\Shapefiles\20220626_Shusha_PC_Waypoints.shp,20220626_Shusha_PC_Waypoints.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\004_Shusha\Shapefiles\20220626_Shusha_RAP_Tracklog.shp,20220626_Shusha_RAP_Tracklog.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\004_Shusha\Shapefiles\20220626_Shusha_RAP_Waypoints.shp,20220626_Shusha_RAP_Waypoints.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\004_Shusha\Shapefiles\20220626_Shusha_RP_Tracklog.shp,20220626_Shusha_RP_Tracklog.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\004_Shusha\Shapefiles\20220626_Shusha_RP_Waypoints.shp,20220626_Shusha_RP_Waypoints.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\004_Shusha\Shapefiles\Shusha_FOV.shp,Shusha_FOV.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,"NEOM, island",track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\004_Shusha\Shapefiles\Shusha_FOV_Clipped.shp,Shusha_FOV_Clipped.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,"NEOM, island",track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\004_Shusha\Shapefiles\Shusha_tracklog_3857_1.shp,Shusha_tracklog_3857_1.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\004_Shusha\Shapefiles\Shusha_tracklog_3857_2.shp,Shusha_tracklog_3857_2.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\004_Shusha\Shapefiles\Shusha_tracklog_3857_3.shp,Shusha_tracklog_3857_3.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\004_Shusha\Shapefiles\Shusha_tracklog_3857_4.shp,Shusha_tracklog_3857_4.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\004_Shusha\Shapefiles\Shusha_tracklog_3857_5.shp,Shusha_tracklog_3857_5.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\004_Shusha\Shapefiles\Shusha_tracklog_3857_6.shp,Shusha_tracklog_3857_6.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\004_Shusha\Shapefiles\Shusha_tracklog_3857_7.shp,Shusha_tracklog_3857_7.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\004_Shusha\Shapefiles\Shusha_tracklog_3857_Clipped.shp,Shusha_tracklog_3857_Clipped.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,"NEOM, island","length, track",management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\004_Shusha\Shapefiles\Shusha_tracklog_3857_Merged.shp,Shusha_tracklog_3857_Merged.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,"NEOM, island",track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\004_Shusha\Shapefiles\Shusha_tracklog_buffered_dissolved1.shp,Shusha_tracklog_buffered_dissolved1.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\004_Shusha\Shapefiles\Shusha_tracklog_buffered_dissolved2.shp,Shusha_tracklog_buffered_dissolved2.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\004_Shusha\Shapefiles\Shusha_tracklog_buffered_dissolved3.shp,Shusha_tracklog_buffered_dissolved3.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\004_Shusha\Shapefiles\Shusha_tracklog_buffered_dissolved4.shp,Shusha_tracklog_buffered_dissolved4.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\004_Shusha\Shapefiles\Shusha_tracklog_buffered_dissolved5.shp,Shusha_tracklog_buffered_dissolved5.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\004_Shusha\Shapefiles\Shusha_tracklog_buffered_dissolved6.shp,Shusha_tracklog_buffered_dissolved6.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\004_Shusha\Shapefiles\Shusha_tracklog_buffered_dissolved7.shp,Shusha_tracklog_buffered_dissolved7.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\004_Shusha\Team Aneeta\20220626\Current.gpx,Current.gpx,gpx,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\004_Shusha\Team Aneeta\20220626\Waypoints_26-JUN-22.gpx,Waypoints_26-JUN-22.gpx,gpx,success,,,,,,"falcon, sooty falcon",,survey,,,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\004_Shusha\Team Doug\20220618\Current.gpx,Current.gpx,gpx,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\004_Shusha\Team Doug\20220618\Waypoints_18-JUN-22.gpx,Waypoints_18-JUN-22.gpx,gpx,success,,,,,,"falcon, sooty falcon",,survey,,,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\004_Shusha\Team Patrice\20220626\Current.gpx,Current.gpx,gpx,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\004_Shusha\Team Patrice\20220626\Waypoints_26-JUN-22.gpx,Waypoints_26-JUN-22.gpx,gpx,success,,,,,,"falcon, sooty falcon",,survey,,,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\004_Shusha\Team Rebekka\20220618\Current.gpx,Current.gpx,gpx,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\004_Shusha\Team Rebekka\20220618\Waypoints_18-JUN-22.gpx,Waypoints_18-JUN-22.gpx,gpx,success,,dolphin,,,,"falcon, sooty falcon",,survey,,,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\004_Shusha\Team Rebekka\20220626\Current.gpx,Current.gpx,gpx,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\004_Shusha\Team Rebekka\20220626\Waypoints_26-JUN-22.gpx,Waypoints_26-JUN-22.gpx,gpx,success,,,,,,"falcon, sooty falcon",,survey,,,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\004_Shusha\Team Ross\20220618\Current.gpx,Current.gpx,gpx,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\004_Shusha\Team Ross\20220618\Waypoints_18-JUN-22.gpx,Waypoints_18-JUN-22.gpx,gpx,success,,,,,,"falcon, sooty falcon",,survey,,,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\004_Shusha\Team Ross\20220626\Current.gpx,Current.gpx,gpx,success,,,,,,"falcon, sooty falcon",,survey,,track,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\004_Shusha\Team Ross\20220626\Waypoints_26-JUN-22.gpx,Waypoints_26-JUN-22.gpx,gpx,success,,,,,,"falcon, sooty falcon",,survey,,,management
E:\Marine New Data\Species Management Plans project (Sooty Falcon)\1. Reports\Survey\Species Recovery plans\Shapefiles\Old data\005_MaktalAli\Shapefiles\20220620_MaktalAli_DH_Tracklog.shp,20220620_MaktalAli_DH_Tracklog.shp,shapefile,success,,,,,,"falcon, sooty falcon",,survey,,track,management
